Name,Duration,Pace,Language,Author,Code,Description,Category,Link
تحديد الأسعار,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR15,"كيف أحدد أسعار منتجاتي أو خدماتي؟
تعرف على البحث الذي ينبغي عليك إجراؤه لتحديد أسعار المنتجات والخدمات التي تقدمها وكيف تقوم بتخصيص جدول في برامج معالجة النصوص لمتابعة المعلومات التي تجمعها.

في هذه الدورة، ستتعلم كيفية:

عمل بحث لتحديد أسعار المنتجات والخدمات التي تقدمها.
وضع أسعار المنتجات والخدمات.
استخدام برامج معالجة النصوص لتخصيص جداول بطريقة مفصلة.
",تسويق,https://www.life-global.org/ar/ar/course/204-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1
مزايا التسويق مقارنةً بالخصائص,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR19,"كيف يمكنني الترويج لمزايا المنتجات أو الخدمات التي أقدمها على نحو فعال؟
تعرف على كيفية الترويج لمزايا المنتجات أو الخدمات التي توفرها على نحو فعّال لمساعدتك في زيادة المبيعات. 

في هذه الدورة، ستتعلم كيفية:

التفريق بين المزايا والخصائص.
استخدام المزايا والخصائص للترويج لمنتجاتك وخدماتك داخل السوق المستهدفة على نحو فعال.
استخدم القوالب عبر الإنترنت لإنشاء منشور لشركتك.
",تسويق,https://www.life-global.org/ar/ar/course/202-%D9%85%D8%B2%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D9%85%D9%82%D8%A7%D8%B1%D9%86%D8%A9%D9%8B-%D8%A8%D8%A7%D9%84%D8%AE%D8%B5%D8%A7%D8%A6%D8%B5
إدارة جهات الاتصال,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR08,"كيف يمكنني جمع النوع الصحيح من المعلومات حول عملائي وجهات الاتصال الأخرى؟
استكشف كيفية جمع المعلومات الرئيسية عن عملائك الحاليين والمحتملين والموردين وجهات الاتصال الأخرى وكيفية الوصول إليها.

في هذه الدورة، ستتمكن من:

تسجيل المعلومات الهامة عن جهات اتصال عملك.
إنشاء جهات اتصال جديدة في نظام إدارة جهات الاتصال.
البحث عن جهات اتصال في نظام إدارة جهات الاتصال.
",عمليات,https://www.life-global.org/ar/ar/course/219-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AC%D9%87%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84
زيادة السعة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR05,"كيف يُمكنني زيادة حجم المنتجات والخدمات التي أقوم بإنتاجها؟
تعرّف على كيفية زيادة سعة عملك لإنتاج بضائع أو خدمات واكتشف كيف يُمكن لجدول البيانات أن تساعدك على فهم
كيفية استغلال وقت الموظفين في عملك بشكل أفضل.

في هذه الدورة، ستتمكن من:

تحديد كيفية الحكم على سعة عملك.
إنشاء جدول بيانات مفصّل لشركتك.
",عمليات,https://www.life-global.org/ar/ar/course/220-%D8%B2%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D8%A9
تعيين الموظفين,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR13,"كيف أوظف الأشخاص المناسبين لشركتي؟
تعرف على كيفية تعيين موظفين لشركتك وكيف يمكنك إنشاء طلب وظيفة باستخدام برامج معالجة النصوص على الحاسب.

في هذه الدورة، ستتمكن من:

اتباع إجراء منظم لتعيين موظف.
استخدام برامج معالجة النصوص لإنشاء طلب وظيفة.
",عمليات,https://www.life-global.org/ar/ar/course/217-%D8%AA%D8%B9%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86
كفاءة استخدام الطاقة: إنجاز أكثر بتكلفة أقل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR22,"كيف أحافظ على الطاقة في شركتي؟
تعرّف على كيفية تقييم استخدام الطاقة وتقليلها داخل شركتك لتوفير المال وحماية البيئة.

في هذه الدورة، ستتمكن من:

فهم طريقة تقييم استخدام الطاقة الخاصة بك وكيف أن الحفاظ على الطاقة يوفر المال لشركتك، ويحافظ على الموارد الطبيعية، ويخفض من التلوث.
استخدام جدول بيانات لتقييم استخدام الطاقة داخل شركتك وتعديل الممارسات.
",عمليات,https://www.life-global.org/ar/ar/course/215-%D9%83%D9%81%D8%A7%D8%A1%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D8%A5%D9%86%D8%AC%D8%A7%D8%B2-%D8%A3%D9%83%D8%AB%D8%B1-%D8%A8%D8%AA%D9%83%D9%84%D9%81%D8%A9-%D8%A3%D9%82%D9%84
إدارة المخزون,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR20,"ما هي الكمية التي أحتاج إلى بيعها لتحقيق ربح؟
تعرف على سبب أهمية إدارة المخزون للحفاظ على نجاح العمليات التجارية وزيادة أرباحك.

غي هذه الدورة، ستتمكن من:

اختيار أفضل طريقة لإدارة المخزون الخاص بمشروعك.
استخدام التقنيات المختلفة لإدارة المخزون الخاص بك.
",عمليات,https://www.life-global.org/ar/ar/course/216-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%AE%D8%B2%D9%88%D9%86
تكنولوجيا المعلومات لنجاح الأعمال,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR24,"كيف أحدد وسائل التكنولوجيا التي يجب استخدامها في عملي؟
حدد الحلول التكنولوجية التي تلبي أهداف عملك بأفضل طريقة وتعلم كيف تؤثر وسائل التكنولوجيا المختلفة بطريقة مباشرة وغير مباشرة على عملك.

في هذه الدورة، ستتمكن من:

تحديد أنواع الحلول التقنية التي تلبي أهداف عملك بأفضل طريقة.
اختيار أفضل طريقة لتطبيق وسائل التكنولوجيا بناءً على ظروف عملك الخاص.
",عمليات,https://www.life-global.org/ar/ar/course/214-%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D9%84%D9%86%D8%AC%D8%A7%D8%AD-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84
प्रभावशाली प्रस्तुतियाँ,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI10,"असरदार प्रभाव डालने वाला स्लाइड प्रेज़न्टेशन कैसे बनाया जाए?
सीखें कि अपने मैसेज को साफ़-साफ़ बताने वाला और किसी खास ऑडियंस को टार्गेट करने वाला असरदार प्रेज़न्टेशन कैसे तैयार किया जाए, कैसे इसकी प्रैक्टिस की जाए और कैसे इसे पेश किया जाए।

इस कोर्स में आप सीखेंगे :

किसी खास ऑडियंस के लिए प्रेज़न्टेशन में कौन-सी जानकारी सबसे ज़्यादा काम की है, यह तय करना।
कारगर और अच्छी तरह से डिज़ाइन किए गए स्लाइड प्रेज़न्टेशन बनाना, जिन्हें दूर से या मिलकर पेश किया जाए।
लोगों के सामने बोलने और प्रेज़न्टेशन देने के बेहतरीन तरीके अपनाना।

",संप्रेषण,https://www.life-global.org/hi/hi/course/170-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%B6%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%81
व्यावसायिक ईमेल,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI11,"मैं अपने व्यवसाय में ईमेल का उपयोग प्रभावशाली ढंग से कैसे कर सकता/सकती हूँ?
अपने ग्राहकों और आपूर्तिकर्ताओं से प्रभावी रूप से संचार करने के लिए पेशेवर और उचित व्यावसायिक ईमेल लिखना सीखें।

इस कोर्स में आप सीखेंगे: 

व्यावसायिक ईमेल - करने और न करने योग्य बिन्दुओं की पहचान कैसे करें
वईमेल का संबोधन कैसे करें
वईमेल में अटैचममेंट कैसे जोड़ें
वईमेल हस्ताक्षर को कैसे बनाएँ

",संप्रेषण,https://www.life-global.org/hi/hi/course/169-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%88%E0%A4%AE%E0%A5%87%E0%A4%B2
डेटा की प्रस्तुति,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI14,"मेरे व्यापार के डेटा को प्रस्तुत करने का सबसे प्रभावी तरीका क्या है?
स्प्रेडशीट सॉफ़्टवेयर का उपयोग करके ऐसे चार्ट बनाना सीखें जो आपके व्यापार के डेटा को प्रभावी रूप से प्रेषित करते हैं।

इस कोर्स में आप सीखेंगे:

विभिन्न चार्टों और ग्राफों का उपयोग कैसे करें ताकि लोगों को आपके व्यापार को समझने और उसका मूल्य समझने में मदद मिल सके
अपने डेटा को प्रभावशाली ढंग से प्रस्तुत करने लिए सही चार्ट प्रकार का निर्णय कैसे लें
चार्ट और ग्राफ़ बनाने के लिए स्प्रेडशीट सॉफ़्टवेयर का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/168-%E0%A4%A1%E0%A5%87%E0%A4%9F%E0%A4%BE-%E0%A4%95%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF
व्यावसायिक संचार,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI26,"मैं अपने व्यावसायिक संचार को बेहतर कैसे बना सकता/सकती हूँ?
व्यावसायिक संचार के महत्व और ऐसे सरल फ़्रेमवर्क के बारे में जानें जिसका उपयोग आप अपने व्यावसायिक संचार कौशलों को बेहतर बनाने के लिए कर सकते हैं।

इस कोर्स में आप सीखेंगे:

प्रभावी व्यावसायिक संचार की विशेषताओं की पहचान कैसे करें
प्रभावी संचार के लिए सफलता के कारकों की पहचान कैसे करें
लक्षित श्रोताओं की पहचान और उनका विश्लेषण कैसे करें
संदेशों को प्रभावी रूप से संचारित करने के लिए संचार माध्यमों का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/166-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%B8%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%B0
प्रभावशाली नेतृत्व,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI23,"मैं एक अधिक प्रभावशाली नेता कैसे बन सकता/ सकती हूँ? 
यह समझें कि विभिन्न नेतृत्व पद्धतियों का उपयोग कब और कैसे करें ताकि आप एक व्यापार के सभी पहलुओं में एक सशक्त और अधिक प्रभावी नेता बन सकें।

इस कोर्स में आप सीखेंगे:

यह मूल्यांकन कैसे करें कि विभिन्न परिस्थितियों में नेतृत्व की कौन-सी पद्धति उचित है
एक नेता के रूप में अधिक उत्पादकता के साथ सहयोग करने और संप्रेषण करने के लिए डेस्कटॉप या मोबाइल सॉफ़्टवेयर का उपयोग कैसे करें

",संप्रेषण,https://www.life-global.org/hi/hi/course/167-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%B6%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%B5
सर्कुलर इकोनॉमी,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI33,"मैं सर्कुलर इकोनॉमी में योगदान करने के लिए अपने व्यवसाय को किस तरह से डिजाइन कर सकता हूं?
किसी सर्कुलर इकोनॉमी के मूल सिद्धांतों और आधारभूत बिज़नेस मॉडल सिद्धांतों को जानें और समझें कि यह किस तरह से पारंपरिक रैखिक बिज़नेस मॉडल की तुलना में अधिक लाभ और अहमियत प्रदान कर सकता है।

इस कोर्स में, आप:

समझेंगे कि आज की दुनिया में सर्कुलर इकोनॉमी इतनी महत्वपूर्ण क्यों है।
सर्कुलर इकोनॉमी के मूल सिद्धांतों को जानेंगे।
उन अलग-अलग तरीकों को समझें जिनसे आप अपने व्यवसाय मॉडल में सर्कुलर इकोनॉमी को शामिल कर सकते हैं।

यह पाठ्यक्रम USAID और HP Foundation के द्वारा प्रदान वित्तीय सहायता के साथ UNIDO और HP LIFE के बीच की साझेदारी के तहत विकसित किया गया था।
",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/340-%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A5%81%E0%A4%B2%E0%A4%B0-%E0%A4%87%E0%A4%95%E0%A5%8B%E0%A4%A8%E0%A5%89%E0%A4%AE%E0%A5%80
एक छोटा व्यवसाय शुरू करना,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI28,"मैं एक छोटा व्यवसाय कैसे शुरू कर सकता हूँ?
जानें कि एक छोटा व्यवसाय शुरू करने के लिए आपको कौन से कदम उठाने की आवश्यकता है और एक व्यवसाय योजना कैसे बनाएँ जो विकास के लिए एक प्रभावी रणनीति निर्धारित करे।

इस पाठ्यक्रम में, आप सीखेंगे कि कैसे:

व्यवसाय शुरू करने के लिए उद्यमी सोच को इस्तेमाल करें।
आपका व्यवसाय प्ला न  सेट अप करने में एचपी लाइफ टूल आपकी व्यवसाय योजना बनाने में मदद करता है।
अपने व्यवसाय की सफलता को मापने के लिए मेट्रिक्स का विश्लेषण करें।

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/174-%E0%A4%8F%E0%A4%95-%E0%A4%9B%E0%A5%8B%E0%A4%9F%E0%A4%BE-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF-%E0%A4%B6%E0%A5%81%E0%A4%B0%E0%A5%82-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A4%BE
सामाजिक उद्यमिता,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI21,"मैं अपने समुदाय में किसी समस्या को हल करने के लिए एक स्थायी, प्रभाव-चालित व्यवसाय कैसे बना सकता हूँ?
पता लगाएँ कि सामाजिक उद्यम क्या होता है, यह पारंपरिक व्यवसायों से कैसे अलग होता है और आपको इसे सफलतापूर्वक सेट अप करने के लिए किन चीज़ों के बारे में सोचना होगा।

यह कोर्स आपको सिखाएगा कि आप:

आकलन करें कि क्या सामाजिक उद्यम का विचार टिकाऊ होता है और वह सकारात्मक सामाजिक प्रभाव पैदा कर सकता है या नहीं।
सामाजिक उद्यम सेट अप करते समय सामान्य गलतियों से बचें।
अपने दर्शकों और उनके सामने आने वाली चुनौतियों को बेहतर ढंग से समझने के लिए उद्यमिता उपकरणों का उपयोग करें।
",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/322-%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%95-%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A4%BE
विकास इंजिन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI31,"एक विकास इंजिन क्या है और मैं इसका उपयोग अपने व्यापार के विकास के लिए कैसे कर सकता/ सकती हूँ?
यह जानें कि एक विकास इंजिन प्रणाली आकृष्ट आगंतुकों को व्यस्त उपयोगकर्ताओं और प्रसन्न ग्राहकों में परिवर्तित करने में कैसे मदद कर सकती है

इस कोर्स में आप सीखेंगे:

विकास इंजिन के मुख्य भागों की पहचान कैसे करें
विकास इंजिन के प्रत्येक भाग के अलग-अलग घटकों का वर्णन कैसे करें
एक ग्राहक के अनुभव के बारे में सोचने के लिए प्रमुख प्रश्न कैसे पूछें
एक नई परिस्थिति के लिए विकास इंजिन का निर्माण कैसे करें
व्यक्तिगत व्यापार के लिए विकास इंजिन बनाने के लिए विचार उत्पन्न कैसे करें

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/171-%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B8-%E0%A4%87%E0%A4%82%E0%A4%9C%E0%A4%BF%E0%A4%A8
3D प्रिंटिंग,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,"HP LIFE & Youth for Technology Foundation
 (YTF)",HPL-HI29,"मैं अपने बिज़नेस लक्ष्य हासिल करने में मदद करने वाली वेबसाइट कैसे तैयार करूँ?
कारगर बिज़नेस वेबसाइटें कोर्स आपको उपयोगकर्ताओं को रास आने वाली, नए ग्राहकों को लुभाने वाली और मौजूदा ग्राहकों को कायम रखने वाली वेबसाइट बनाने का तरीका सिखाकर आपके बिज़नेस लक्ष्य हासिल करने में आपकी मदद करता है। 

यह कोर्स आपको सिखाएगा कि आप:

बिज़नेस वेबसाइट के फ़ायदों और उसके काम करने के पहलुओं को कैसे समझ सकते हैं।
अपने ग्राहकों को समझने के साथ-साथ यह कैसे समझ सकते हैं कि वे बिज़नेस वेबसाइट का इस्तेमाल कैसे करते हैं।
बिज़नेस वेबसाइट तैयार करने के लिए ऑनलाइन वेब डिज़ाइन सॉफ़्टवेयर का इस्तेमाल कैसे कर सकते हैं।
अपने बिज़नेस को बेहतर बनाने के लिए वेबसाइट मीट्रिक का इस्तेमाल कैसे कर सकते हैं।

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/173-3d-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%82%E0%A4%9F%E0%A4%BF%E0%A4%82%E0%A4%97
सफल सोच,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI30,"मैं सफल सोच को कैसे विकसित कर सकता/ सकती हूँ?
जानिए कि एक सफल सोच क्या होती है, एक सफल सोच कैसे कैसे विकसित करें, और यह एक सफल भविष्य बनाने में आपकी मदद कैसे करती है।

इस कोर्स में आप:

समझेंगे कि आपको किससे खुशी मिलती है - आपके सिद्धान्त, दिलचस्पियाँ और प्राथमिकताएँ
अपने भविष्य के लिए एक दूरदर्शी परिकल्पना बनाएँगे, निजी/पेशेवर लक्ष्य निर्धारित करेंगे और एक सफल योजना का निर्माण करेंगे
अच्छी बिज़नेस आदतों को विकसित करके तथा सफलता तक ले जाने वाली अपनी शक्तियों का उपयोग करके अपनी योजना साकार करना सीखेंगे।

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/172-%E0%A4%B8%E0%A4%AB%E0%A4%B2-%E0%A4%B8%E0%A5%8B%E0%A4%9A
अभिकल्प चिंतन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI27,"मैं अपने व्यापार में अभिकल्प चिंतन का उपयोग कैसे कर सकता/ सकती हूँ?
ग्राहकों की कठिन समस्याओं कको हल करने के लिए समाधान बनाने हेतु विचारों की पहचान करने, उन्हें परिभाषित करने, उनके बारे में पता लगाने, उन्हें उत्पन्न करने और उनका परीक्षण करने के लिए अभिकल्प चिंतन के मूल सिद्धांतों को जानें

इस कोर्स में आप सीखेंगे:

पसमस्या का वर्णन कैसे करें और समस्या बयान कैसे बनाएं
पसंभावित ग्राहकों को जानने और उनकी समस्याओं और उनकी अतृप्त आवश्यकताओं के बारे में अधिक जानने के लिए साक्षात्कार कैसे करें
पअपनी समझ को विकसित करने के लिए समस्या के बारे में पता कैसे लगाएं
पसमस्या को सुलझाने के लिए परीक्षण समाधान उत्पन्न कैसे करें
पसमाधान की पुनरावृति और सुधार करने के लिए फीडबैक का उपयोग कैसे करें

",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/175-%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA-%E0%A4%9A%E0%A4%BF%E0%A4%82%E0%A4%A4%E0%A4%A8
रणनीतिक आयोजन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI25,"रणनीतिक आयोजन
अपने व्यवसाय की सफलता को बढ़ाने के लिए रणनीतिक आयोजन प्रक्रिया का उपयोग करना सीखें।

यह करना सीखें:

अपने व्यवसाय की सफलता के लिए सर्वाधिक प्रभावशाली रणनीतियाँ चुनने हेतु अपने व्यवसाय की """"Strengths"""" (ताक़तों), """"Weaknesses"""" (कमज़ोरियों), """"Opportunities"""" (अवसरों), और """"Threats"""" (खतरों) का मूल्यांकन करने के लिए SWOT विश्लेषण का उपयोग करें।
इस प्रक्रिया को आसान बनाने के लिए वर्ड प्रोसेसिंग और स्प्रेडशीट दस्तावेज़ों को समेकित करें

यह पाठ्यक्रम केली स्कूल ऑफ बिज़्नेस, इंडियाना विश्वविद्यालय, के सहयोग में यूएसऐड के वित्तीय समर्थन से चलनेवाली म्यानमार (बर्मा) के लिए उद्यमशीलता कार्यक्रम और प्रशिक्षण के ज़रिए तरक्की और विकास (एडीईपीटी) साझेदारी, के एक भाग के रूप में विकसित किया गया है।",स्टार्टअप / नवाचार,https://www.life-global.org/hi/hi/course/176-%E0%A4%B0%E0%A4%A3%E0%A4%A8%E0%A5%80%E0%A4%A4%E0%A4%BF%E0%A4%95-%E0%A4%86%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8
नकदी प्रवाह,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI16,"मेरे कैश फ़्लो पर नज़र रखने से मेरे बिज़नेस पर क्या असर पड़ेगा?
आपके बिज़नेस के लिए कैश फ़्लो का क्या महत्त्व है और उपलब्ध रिसोर्स के आधार पर फ़ैसले किस तरह लिए जाते हैं इसके बारे में जानकारी पाएँ। 

यह कोर्स आपको बताएगा कि आप :

अपने कैश फ़्लो पर किस तरह नज़र रख सकते हैं।
अपने कैश को मैनेज करने के तरीकों के बारे में किस तरह फ़ैसले ले सकते हैं।
अपने कैश फ़्लो को ट्रैक करने के लिए स्प्रेडशीट को किस तरह नेविगेट कर सकते हैं।

",वित्त,https://www.life-global.org/hi/hi/course/179-%E0%A4%A8%E0%A4%95%E0%A4%A6%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B5%E0%A4%BE%E0%A4%B9
वित्त के मूलभूत सिद्धांत,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI01,"लाभ अर्जित करने के लिए मुझे कितनी बिक्री करनी होगी?
व्यावसायिक वित्त की मूलभूत अवधारणाएँ सीखें जो आपको अपने खर्चों की गणना करने में मदद कर सकती हैं और पता करें कि आप कब मुनाफ़ा कमाएँगे।

इस कोर्स में आप सीखेंगे:

ख़र्चों के प्रकारों का निर्धारण कैसे करें
लाभ अर्जन बिंदु की गणना कैसे करें 
गणनाओं को आसान बनाने के लिए स्प्रेडशीट का उपयोग कैसे करें

",वित्त,https://www.life-global.org/hi/hi/course/182-%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4-%E0%A4%95%E0%A5%87-%E0%A4%AE%E0%A5%82%E0%A4%B2%E0%A4%AD%E0%A5%82%E0%A4%A4-%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%82%E0%A4%A4
लाभ और हानि,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI03,"मैं अपने व्यवसाय में लाभ और हानि का विश्लेषण कैसे करूँ?
यह पता लगाएँ कि एक प्रॉफ़िट एंड लॉस स्टेटमेंट क्या होता है, इसका संरचना कैसी होती है और यह आपके व्यवसाय के लिए महत्वपूर्ण क्यों है।

इस कोर्स में आप सीखेंगे:

प्रॉफ़िट एंड लॉस स्टेटमेंट के मूल तत्वों को कैसे समझें
यह कैसे पता लगाएँ कि राजस्व एवं खर्चे, लाभ और हानि से कैसे संबंधित हैं
एक प्रॉफ़िट एंड लॉस स्टेटमेंट का विश्लेषण कैसे करें

",वित्त,https://www.life-global.org/hi/hi/course/181-%E0%A4%B2%E0%A4%BE%E0%A4%AD-%E0%A4%94%E0%A4%B0-%E0%A4%B9%E0%A4%BE%E0%A4%A8%E0%A4%BF
वित्तीय समर्थन प्राप्त करना,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,	हिन्दी,HP LIFE,HPL-HI09,"मैं अपने व्यवसाय को शुरू करने या उसका विकास करने के लिए वित्तपोषण कैसे प्राप्त कर सकता/ सकती हूँ?
अपने व्यवसाय के लिए वित्तीय स्रोतों की तलाश करें, यह पहचान करें कि कौन से स्रोतों आपकी आवश्यकताओं से सर्वोत्तम मेल खाते हैं, और सीखें की आवेदन करने से पहले आपको किन बातों का ध्यान रखना चाहिए।

इस कोर्स में आप सीखेंगे:

यह निर्धारित कैसे करें कि आपको कितनी राशि की आवश्यकता होगी
यह समझना कि आपको कितने समय तक राशि की आवश्यकता होगी
आपकी व्यवसयिक आवश्यकताओं के लिए वित्त के कौन से स्रोत सर्वोत्तम है यह पहचान कैसे करें
अपनी वित्तपोषण सफलता को कैसे बढ़ाएँ
लूटने वाले ऋणदाताओं से कैसे बचें

",वित्त,https://www.life-global.org/hi/hi/course/180-%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF-%E0%A4%B8%E0%A4%AE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%A8-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%A4-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A4%BE
