Name,Duration,Pace,Language,Author,Code,Description,Category,Link
वित्तीय समर्थन प्राप्त करना,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI09,"मैं अपने व्यवसाय को शुरू करने या उसका विकास करने के लिए वित्तपोषण कैसे प्राप्त कर सकता/ सकती हूँ?
अपने व्यवसाय के लिए वित्तीय स्रोतों की तलाश करें, यह पहचान करें कि कौन से स्रोतों आपकी आवश्यकताओं से सर्वोत्तम मेल खाते हैं, और सीखें की आवेदन करने से पहले आपको किन बातों का ध्यान रखना चाहिए।

इस कोर्स में आप सीखेंगे:

यह निर्धारित कैसे करें कि आपको कितनी राशि की आवश्यकता होगी
यह समझना कि आपको कितने समय तक राशि की आवश्यकता होगी
आपकी व्यवसयिक आवश्यकताओं के लिए वित्त के कौन से स्रोत सर्वोत्तम है यह पहचान कैसे करें
अपनी वित्तपोषण सफलता को कैसे बढ़ाएँ
लूटने वाले ऋणदाताओं से कैसे बचें

",वित्त,https://www.life-global.org/hi/hi/course/180-%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF-%E0%A4%B8%E0%A4%AE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%A8-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%A4-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A4%BE
बिक्री का पूर्वानुमान,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI18,"मैं अपने व्यवसाय के बिक्री के पूर्वानुमान के लिए सही जानकारी कैसे एकत्रित कर सकता/ सकती हूँ?
यह पता लगाएँ कि बिक्री का पूर्वानुमान करना आपके व्यवसाय के लिए आवश्यक क्यों है और एक बिक्री पूर्वानुमान बनाने के लिए आवश्यक जानकारी को एकत्रित कैसे करें

इस कोर्स में आप सीखेंगे:

अपने व्यवसाय के लिए एक बिक्री पूर्वानुमान बनाने के लिए जानकारी कैसे एकत्रित करें
अपनी स्प्रेडशीट्स को कस्टमाइज़ करने और अपने बिक्री पूर्वानुमान को ट्रैक करने के लिए स्प्रेडशीट सॉफ्टवेयर का उपयोग कैसे करें

",वित्त,https://www.life-global.org/hi/hi/course/178-%E0%A4%AC%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%95%E0%A4%BE-%E0%A4%AA%E0%A5%82%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%AE%E0%A4%BE%E0%A4%A8
अद्वितीय मूल्य का प्रस्ताव,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI04,"मैं यह कैसे तय कर सकता हूँ कि कौन-सी चीज मेरे कारोबार को अनोखा बनाती है?
छानबीन करें कि आप अपने बिज़नेस को अपने प्रतिद्वंद्वियों से कैसे अलग दिखा सकते हैं और अपना यूनीक वैल्यू प्रापज़िशन (UVP) कैसे तैयार कर सकते हैं।

इस कोर्स में आप यह सीखेंगे:

यह निर्धारित करना कि यूनीक वैल्यू प्रापज़िशन (UVP) का क्या अर्थ है और एक UVP कैसे बनाया जाए
यह समझाना कि किसी भी बिज़नेस के लिए UVP क्यों जरूरी हैं और इन्हें कैसे अमल में लाया जा सकता है
UVP के मुख्‍य हिस्सों को अच्छे से समझना
प्रतिद्वंद्वियों के बिज़नेस के UVP से आँकना

",विपणन,https://www.life-global.org/hi/hi/course/188-%E0%A4%85%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%80%E0%A4%AF-%E0%A4%AE%E0%A5%82%E0%A4%B2%E0%A5%8D%E0%A4%AF-%E0%A4%95%E0%A4%BE-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5
आपका लक्ष्य समूह,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI06,"मैं अपने लक्षित श्रोताओं की पहचान कैसे करूँ?
अपने मौजूदा और संभावित ग्राहकों की जानकारी हासिल करने के तरीके ढूँढें। साथ ही, यह भी पता लगाएँ कि अधिकतम प्रभाव हासिल करने के लिए अपने प्रयासों को कैसे फोकस करें।

इस कोर्स में आप यह सीखेंगे:

अपने ग्राहकों के बारे में अधिक जानकारी प्राप्‍त करने के लिए प्रश्न तैयार करना।
अपने ग्राहकों के बारे में जानकारी एकत्र करने के लिए एक ऑनलाइन या व्यक्ति से मिलकर किया जाने वाला सर्वेक्षण तैयार करना।
‍साक्षात्‍कार या फोकस समूह के ज़रिए ग्राहक की जानकारी एकत्र करें।

",विपणन,https://www.life-global.org/hi/hi/course/187-%E0%A4%86%E0%A4%AA%E0%A4%95%E0%A4%BE-%E0%A4%B2%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%8D%E0%A4%AF-%E0%A4%B8%E0%A4%AE%E0%A5%82%E0%A4%B9
ऑनलाइन बिक्री,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI07,"मैं अपने उत्पादों या सेवाओं को अधिक प्रभावी ढंग से ऑनलाइन कैसे बेच सकता हूं?
पता लगाएं कि ऑनलाइन बिक्री कैसे आपके व्यवसाय की लाभ कमाने की क्षमता में सुधार कर सकती है और जानें कि आप इंटरनेट के माध्यम से अपने दर्शकों को अधिक प्रभावी ढंग से कैसे बेच सकते हैं।
इस पाठ्यक्रम में, आप यह सीखेंगे:

अपने उत्पाद या सेवा के लिए बिक्री और विपणन रणनीतियों को इष्टतम करना।
अपनी ऑनलाइन उत्पाद लिस्टिंग और विज्ञापनों के लिए प्रभावी शीर्षक, विवरण और तस्वीरें तैयार करना।
अपने आपको अच्छी सेवा के लिए प्रतिबद्ध करना और अपने व्यवसाय के अद्वितीय मूल्य को अपना ब्रांड बनाएं।
ऑनलाइन बिक्री करें, भले ही आपको नहीं लगता कि आपमें विक्रेता होने के गुण हैं।
",विपणन,https://www.life-global.org/hi/hi/course/186-%E0%A4%91%E0%A4%A8%E0%A4%B2%E0%A4%BE%E0%A4%87%E0%A4%A8-%E0%A4%AC%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A5%80
प्रभावशाली व्यावसायिक वेबसाइटें,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI17,"मैं अपने बिज़नेस लक्ष्य हासिल करने में मदद करने वाली वेबसाइट कैसे तैयार करूँ?
कारगर बिज़नेस वेबसाइटें कोर्स आपको उपयोगकर्ताओं को रास आने वाली, नए ग्राहकों को लुभाने वाली और मौजूदा ग्राहकों को कायम रखने वाली वेबसाइट बनाने का तरीका सिखाकर आपके बिज़नेस लक्ष्य हासिल करने में आपकी मदद करता है। 

यह कोर्स आपको सिखाएगा कि आप:

बिज़नेस वेबसाइट के फ़ायदों और उसके काम करने के पहलुओं को कैसे समझ सकते हैं।
अपने ग्राहकों को समझने के साथ-साथ यह कैसे समझ सकते हैं कि वे बिज़नेस वेबसाइट का इस्तेमाल कैसे करते हैं।
बिज़नेस वेबसाइट तैयार करने के लिए ऑनलाइन वेब डिज़ाइन सॉफ़्टवेयर का इस्तेमाल कैसे कर सकते हैं।
अपने बिज़नेस को बेहतर बनाने के लिए वेबसाइट मीट्रिक का इस्तेमाल कैसे कर सकते हैं।
",विपणन,https://www.life-global.org/hi/hi/course/184-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%B6%E0%A4%BE%E0%A4%B2%E0%A5%80-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%B5%E0%A5%87%E0%A4%AC%E0%A4%B8%E0%A4%BE%E0%A4%87%E0%A4%9F%E0%A5%87%E0%A4%82
ग्राहक संबंध प्रबंधन (सीआरएम),60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI12,"एक ग्राहक संबंध प्रबंधन साधन मुझे अपने व्यापार का निर्माण करने में कैसे मदद कर सकता है?
अपने ग्राहकों और भावी ग्राहकों के बारे में जानकारी को बेहतर ढंग से ट्रैक करने के लिए ग्राहक संबंध प्रबंधन (सीआरएम) उपकरण का उपयोग करना और इससे अपने व्यवसाय को निर्मित करना सीखें।

इस कोर्स में आप सीखेंगे:

अपने व्यवसाय के लिए सीआरएम उपकरण कैसे स्थापित करेंँ
अपने व्यवसाय को निर्मित करने में मदद करनेवाली जानकारी को ट्रैक करने के लिए सीआरएम का उपयोग कैसे करेंँ

",विपणन,https://www.life-global.org/hi/hi/course/194-%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B9%E0%A4%95-%E0%A4%B8%E0%A4%82%E0%A4%AC%E0%A4%82%E0%A4%A7-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AC%E0%A4%82%E0%A4%A7%E0%A4%A8-(%E0%A4%B8%E0%A5%80%E0%A4%86%E0%A4%B0%E0%A4%8F%E0%A4%AE)
सेल्स की कला : विक्रय के मूल सिद्धांत,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI32,"मैं एक बेहतर सेल्सपर्सन कैसे बन सकता/ सकती हूँ?
जानें की एक सेल्स की बातचीत कैसे करें, ग्राहकों की आपत्तियों से कैसे निपटें, और एक बेहतर सेल्सपर्सन बनने के लिए सेल्स साधनों का उपयोग कैसे करें।

इस कोर्स में आप सीखेंगे:

यह कैसे समझें कि सेल्स क्या है और एक प्रभावी सलेसपर्सन कैसे बनें
आपके संभावित ग्राहकों की ख़रीद की आदतों को कैसे समझें
अपने व्यापार के लिए एक एलीवेटर स्पीच कैसे बनाएँ
एक सेल्स की बातचीत कैसे करें और आपत्तियों से कैसे निपटें
गूगल एनालिटिक्स और सोशल मीडिया जैसे सेल्स साधनों का उपयोग कैसे करें

",विपणन,https://www.life-global.org/hi/hi/course/233-%E0%A4%B8%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%B8-%E0%A4%95%E0%A5%80-%E0%A4%95%E0%A4%B2%E0%A4%BE-%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%AF-%E0%A4%95%E0%A5%87-%E0%A4%AE%E0%A5%82%E0%A4%B2-%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%82%E0%A4%A4
सामाजिक माध्यम विपणन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI02,"मैं अपने व्यवसाय के निर्माण के लिए सोशियल मीडिया मार्केटिंग का उपयोग कैसे कर सकता/ सकती हूँ?
विविध प्रकार के सोशियल मीडिया मार्केटिंग मंचों के बारे में जानें और सीखें कि  आपके लक्षित ग्राहकों तक पहुँचनेवाला सोशियल मीडिया विज्ञापन का निर्माण कैसे करें

इस कोर्स में आप सीखेंगे:

विभिन्न प्रकार के सोशियल मीडिया मार्केटिंग मंच
अपने ग्राहकों को लक्षित करनेवाला Facebook विज्ञापन कैसे बनाएँ

",विपणन,https://www.life-global.org/hi/hi/course/189-%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%95-%E0%A4%AE%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%AE-%E0%A4%B5%E0%A4%BF%E0%A4%AA%E0%A4%A3%E0%A4%A8
क़ीमत निर्धारण,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI15,"मैं अपने उत्पादों या सेवाओं की कीमतों का निर्धारण कैसे करूँ?
सीखें कि अपने उत्पादों और सेवाओं की क़ीमतें निर्धारित करने के लिए आपको क्या-क्या अनुसंधान करना चाहिए और इस अनुसंधान को ट्रैक करने के लिए शब्द संसाधन सॉफ़्टवेयर में तालिकाओं को कैसे मनपसंद रूप दिया जा सकता है।

इस कोर्स में आप सीखेंगे:

अपने उत्पादों और सेवाओं की कीमत निर्धारण के लिए शोध कैसे करें
उत्पादों और सेवाओं का क़ीमत निर्धारण कैसे करें
टेबल्स को कस्टमाइज़ करने के लिए वर्ड प्रोसेसिंग सॉफ़्टवेयर का उपयोग कैसे करें

",विपणन,https://www.life-global.org/hi/hi/course/185-%E0%A4%95%E0%A4%BC%E0%A5%80%E0%A4%AE%E0%A4%A4-%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%B0%E0%A4%A3
लाभों बनाम विशेषताओं का विपणन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI19,"अपने अपने उत्पादों एवं सेवाओं के लाभों का प्रचार प्रभावी रूप से कैसे कर सकता/ सकती हूँ?
अपने लक्षित बाज़ार में प्रभावशाली ढंग से अपने उत्पाद या सेवा के लाभों को प्रचारित करके अपनी बिक्री बढ़ाना सीखें। 

इस कोर्स में आप सीखेंगे:

अपने उत्पादों और सेवाओं के लाभों और विशेषताओं के अंतर को कैसे समझें
अपने लक्षित बाज़ार में अपने उत्पादों एवं सेवाओं के लिए प्रभावशाली प्रचार करने के लिए लाभों और विशेषताओं का उपयोग कैसे करें
अपने व्यवसाय के लिए फ़्लायर निर्मित करने के लिए ऑनलाइन टेंप्लेट का उपयोग कैसे करें

",विपणन,https://www.life-global.org/hi/hi/course/183-%E0%A4%B2%E0%A4%BE%E0%A4%AD%E0%A5%8B%E0%A4%82-%E0%A4%AC%E0%A4%A8%E0%A4%BE%E0%A4%AE-%E0%A4%B5%E0%A4%BF%E0%A4%B6%E0%A5%87%E0%A4%B7%E0%A4%A4%E0%A4%BE%E0%A4%93%E0%A4%82-%E0%A4%95%E0%A4%BE-%E0%A4%B5%E0%A4%BF%E0%A4%AA%E0%A4%A3%E0%A4%A8
कर्मियों को नियोजित करना,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI13,"मैं अपने व्यवसाय के लिए सही व्यक्तियों का नियोजन कैसे करूँ?
एक कार्य के लिए सही उम्मीदवारों का चयन करना और वर्ड प्रोसेसिंग सॉफ्टवेयर से नौकरी का आवेदन निर्मित करना सीखें।

इस कोर्स में आप सीखेंगे:

कर्मचारी को नियोजित करने के लिए संरचित प्रक्रिया का उपयोग कैसे करें
नौकरी का आवेदन बनाने के लिए वर्ड प्रोसेसिंग सॉफ्टवेयर का उपयोग कैसे करें

",प्रचालन,https://www.life-global.org/hi/hi/course/193-%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%82-%E0%A4%95%E0%A5%8B-%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%BF%E0%A4%A4-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A4%BE
ऊर्जा कार्यक्षमता: कम में ज़्यादा करें,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI22,"मैं अपने व्यवसाय में ऊर्जा का संरक्षण कैसे कर सकता/ सकती हूँ?
पैसे बचाने और पर्यावरण की रक्षा करने के लिए अपने व्यवसाय में ऊर्जा उपयोग का आंकलन करने और उसे कम करने के बारे में जानें।

इस कोर्स में आप सीखेंगे:

अपने ऊर्जा उपयोग का आंकलन करने की विधि को समझें और जानें कि ऊर्जा बचाने से आपका व्यवसाय कैसे पैसे बचा सकता है, प्राकृतिक संसाधनों को संरक्षित कर सकता है, और प्रदूषण कम कर सकता है
अपने व्यवसाय के ऊर्जा उपयोग का आंकलन करने के लिए स्प्रेडशीट का उपयोग कैसे करें

",प्रचालन,https://www.life-global.org/hi/hi/course/191-%E0%A4%8A%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A4%BE-%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%AE%E0%A4%A4%E0%A4%BE-%E0%A4%95%E0%A4%AE-%E0%A4%AE%E0%A5%87%E0%A4%82-%E0%A4%9C%E0%A4%BC%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A6%E0%A4%BE-%E0%A4%95%E0%A4%B0%E0%A5%87%E0%A4%82
सामान-सूची प्रबंधन,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI20,"मुझे लाभ अर्जित करने के लिए कितनी बिक्री करनी होगी?
यह जानें कि आपके व्यवसाय के लिए समान-सूची प्रबंधन आवश्यक क्यों है और लाभों को अधिकतम करने के लिए इसे प्रबंधित कैसे करें।

इस कोर्स में आप सीखेंगे:

अपने व्यवसाय के लिए सामान-सूची प्रबंधन की सर्वोत्तम विधि का चुनाव कैसे करें
अपनी सामान-सूची को प्रबंधित करने के लिए अलग-अलग प्रौद्योगिकियों का उपयोग कैसे करें

",प्रचालन,https://www.life-global.org/hi/hi/course/192-%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%A8-%E0%A4%B8%E0%A5%82%E0%A4%9A%E0%A5%80-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AC%E0%A4%82%E0%A4%A7%E0%A4%A8
व्यावसायिक सफलता के लिए आईटी,60 मिनट से अधिक नहीं,सेल्फ़-पेस्ड,हिन्दी,HP LIFE,HPL-HI24,"मैं यह मूल्यांकन कैसे करूँ कि मुझे अपने व्यवसाय के लिए कौन सी प्रौद्योगिकी का उपयोग करना चाहिए?
उन तकनीकी समाधानों के प्रकारों का निर्धारण करें जो  आपके व्यावसायिक लक्ष्यों को सर्वोत्तम रूप में संबोधित करते हैं और सीखें कि विभिन्न प्रौद्योगिकियाँ प्रत्यक्ष एवं अप्रत्यक्ष रूप से आपके व्यापार को प्रभावित करती हैं।

इस कोर्स में आप सीखेंगे:

उन तकनीकी समाधानों के प्रकारों का निर्धारण कैसे करें जो  आपके व्यावसायिक लक्ष्यों को सर्वोत्तम रूप में संबोधित करते हों
आपके व्यवसाय की विशिष्ट परिस्थितियों को ध्यान में रखते हुए किसी तकनीकी समाधान को लागू करने के सर्वोत्तम तरीके का निर्णय कैसे लें

",प्रचालन,https://www.life-global.org/hi/hi/course/190-%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B5%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95-%E0%A4%B8%E0%A4%AB%E0%A4%B2%E0%A4%A4%E0%A4%BE-%E0%A4%95%E0%A5%87-%E0%A4%B2%E0%A4%BF%E0%A4%8F-%E0%A4%86%E0%A4%88%E0%A4%9F%E0%A5%80
Apresentações Eficientes,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT10,"Como posso criar apresentações de slides eficazes?
Aprenda a desenvolver, praticar para e fazer uma apresentação persuasiva que expresse a sua mensagem claramente e seja direcionada para um público específico.

Neste curso, você aprenderá a:

Determinar que informações em uma apresentação são mais relevantes para um público específico.
Criar apresentações eficazes e bem feitas para apresentar remotamente ou em pessoa.
Desenvolver as melhores práticas para falar em público e fazer uma apresentação.

",Comunicação,https://www.life-global.org/pt/pt/course/43-apresenta%C3%A7%C3%B5es-eficientes
Liderança Eficaz,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT23,"Como posso ser um líder mais eficaz?
Aprenda quando e como usar diferentes abordagens de liderança para se tornar um líder mais forte e eficaz em todos os aspectos empresariais.

Neste curso, você vai aprender a:

Avaliar quais abordagens de liderança são apropriadas para diferentes situações.
Usar softwares de desktop ou aplicativos móveis para colaborar e se comunicar de forma mais produtiva como líder.

",Comunicação,https://www.life-global.org/pt/pt/course/44-lideran%C3%A7a-eficaz
Apresentação de Dados,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT14,"Qual é a maneira mais eficaz de apresentar os dados da minha empresa?
Aprenda a como usar um software de planilhas eletrônicas para criar gráficos que apresentem os dados da sua empresa de maneira eficaz.

Neste curso, você vai aprender a:

Entender como usar diferentes tabelas e gráficos para ajudar as pessoas a compreender e valorizar seu negócio.
Decidir qual tipo de gráfico usar para apresentar seus dados de forma eficaz.
Usar um software de planilhas eletrônicas para criar tabelas e gráficos.

",Comunicação,https://www.life-global.org/pt/pt/course/45-apresenta%C3%A7%C3%A3o-de-dados
Comunicação de Negócios,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT26,"Como faço para melhorar minha comunicação corporativa?
Aprenda a importância da comunicação corporativa e como criar uma estrutura simples que você pode usar para melhorar suas habilidades de comunicação.

Neste curso, você vai aprender a:

Identificar as características de uma comunicação corporativa efetiva.
Identificar fatores de sucesso para uma comunicação efetiva.
Identificar e analisar seu público-alvo.
Usar meios de comunicação para transmitir mensagens com eficiência.

",Comunicação,https://www.life-global.org/pt/pt/course/41-comunica%C3%A7%C3%A3o-de-neg%C3%B3cios
E-mail Comercial,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT11,"Como posso usar o e-mail de forma eficiente em meu negócio?
Aprenda a escrever e-mails comerciais profissionais para se comunicar de maneira eficaz com seus clientes e fornecedores.

Neste curso, você vai aprender a:

Reconhecer o que fazer e o que evitar em e-mails comerciais.
Endereçar um e-mail.
Adicionar um anexo a um e-mail.
Criar uma assinatura de e-mail.

",Comunicação,https://www.life-global.org/pt/pt/course/42-e-mail-comercial
Economia Circular,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT33,"Como posso desenvolver meu negócio para contribuir para uma economia circular?
Aprenda as noções básicas e princípios fundamentais de uma economia circular e entenda como ela pode fornecer mais benefícios e valor do que um modelo de negócios linear tradicional.

Neste curso, você irá:

Entender por que uma economia circular é tão importante na atualidade.
Aprender os princípios básicos da economia circular.
Entender as diferentes maneiras de incorporar a economia circular ao seu modelo de negócios.

Este curso foi desenvolvido em parceria entre UNIDO e HP LIFE, com o apoio financeiro da USAID e HP Foundation.",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/338-economia-circular
Como começar uma Pequena Empresa,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT28,"Como posso começar uma pequena empresa?
Aprenda quais etapas você precisa seguir para começar uma pequena empresa e como criar um plano de negócios que defina uma estratégia de crescimento eficaz.

Neste curso, você aprenderá a:

Usar o pensamento empreendedor para começar um negócio.
Configurar o Meu Plano de Negócios — uma ferramenta HP LIFE que ajuda você a criar um plano de negócios.
Analisar métricas para avaliar o sucesso do seu negócio.
",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/48-como-come%C3%A7ar-uma-pequena-empresa
Empreendedorismo Social,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT21,"Como posso desenvolver um negócio sustentável e orientado ao impacto para resolver um problema na minha comunidade?
Descubra o que é uma empresa social, como ela se diferencia das empresas tradicionais e o que você precisa considerar para estabelecer a sua com sucesso.

Neste curso, você aprenderá a:

Avaliar se uma ideia para um empreendimento social é sustentável e pode criar um impacto social positivo.
Evitar erros comuns ao estabelecer uma empresa social.
Usar ferramentas de empreendedorismo para entender melhor o seu público e os desafios que eles enfrentam.
",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/325-empreendedorismo-social
Mecanismos de Crescimento,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT31,"O que é um mecanismo de crescimento e como posso usá-lo para fazer meu negócio crescer?
Aprenda como um sistema de mecanismo de crescimento pode ajudá-lo a expandir seus negócios, transformando visitantes interessados em usuários engajados e clientes satisfeitos.

Neste curso, você vai aprender a:

Identificar as principais partes de um Mecanismo de Crescimento.
Descrever os componentes individuais de cada parte de um Mecanismo de Crescimento.
Fazer perguntas importantes para pensar sobre a experiência do seu cliente.
Construir um Mecanismo de Crescimento para uma nova situação.
Gerar ideias para um Mecanismo de Crescimento para o seu próprio negócio.

",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/52-mecanismos-de-crescimento
Impressão 3D,Não mais de 60 minutos,No seu próprio ritmo,Português,"HP LIFE & Youth for Technology Foundation
 (YTF)",HPL-PT29,"Como faço para desenvolver um site que me ajude a atingir as metas do meu negócio?
O curso de Sites de negócios eficazes te ajuda a alcançar as metas do seu negócio, ensinando os conceitos básicos para a criação de um site fácil de usar que te permitirá atrair novos clientes e reter os atuais. 

Neste curso, você aprenderá a:

Explorar os benefícios e funções de um site de negócio.
Entender seus clientes e como eles usam um site de negócio.
Usar um software de web design online para criar um site de negócio.
Usar as métricas do site para melhorar seus negócios.
",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/47-impress%C3%A3o-3d
Mentalidade de Sucesso,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT30,"Como posso desenvolver uma mentalidade de sucesso?
Aprenda o que é uma mentalidade de sucesso, como desenvolvê-la e como ela o ajuda a criar um futuro de sucesso.

Neste curso, você vai aprender a:

Entender o que te faz feliz - seus valores, interesses e prioridades.
Criar uma visão para o seu futuro, estabelecer metas pessoais e profissionais e criar um plano de sucesso.
Aprender como realizar seu plano desenvolvendo bons hábitos de negócios e alavancando suas forças.
",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/46-mentalidade-de-sucesso
Design Thinking,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT27,"Como posso usar o design thinking no meu negócio?
Aprenda conceitos básicos de design thinking para identificar, definir, explorar, gerar e testar ideias para resolver problemas difíceis do cliente.

Neste curso, você vai aprender a:

Definir um problema e descrevê-lo.
Realizar entrevistas para aprender mais sobre potenciais clientes e compreender suas necessidades não atendidas.
Explorar o problema para aprofundar a sua compreensão.
Gerar e testar soluções para resolver o problema.
Usar o feedback para iterar e aprimorar a solução.

",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/49-design-thinking
Planejamento Estratégico,Não mais de 60 minutos,No seu próprio ritmo,Português,HP LIFE,HPL-PT25,"Como posso escolher as estratégias certas para obter sucesso em longo prazo para o meu negócio?
Aprenda a usar a análise SWOT (pontos fortes, pontos fracos, oportunidades e ameaças) para escolher as melhores estratégias que ajudarão sua empresa a alcançar seus objetivos de longo prazo.

Neste curso, você vai aprender a:

Usar a análise SWOT para considerar os pontos fortes, pontos fracos, oportunidades e ameaças de seus negócios, a fim de selecionar as estratégias mais eficazes para o seu sucesso.
Simplificar o processo integrando documentos de processadores de texto e planilhas eletrônicas.

Este curso foi desenvolvido em colaboração com a Kelley School of Business da Universidade de Indiana, como parte da parceria com Mianmar (Birmânia), financiada pela Agência dos Estados Unidos para o Desenvolvimento Internacional (USAID), para Avanço e Desenvolvimento por meio de Programas de Empreendedorismo e Treinamento (ADEPT).
",Iniciar / Inovar,https://www.life-global.org/pt/pt/course/50-planejamento-estrat%C3%A9gico
